Date,Open,High,Low,Close,Volume
2018-01-08 00:00:00,1320.74,1322.11,1314.78,1320.35,159421
2018-01-09 00:00:00,1320.14,1320.43,1308.78,1312.72,217085
2018-01-10 00:00:00,1312.25,1327.68,1308.2,1316.57,275714
2018-01-11 00:00:00,1316.7,1323.92,1315.66,1322.3,234826
2018-01-12 00:00:00,1322.59,1339.33,1321.53,1337.56,255624
2018-01-15 00:00:00,1336.47,1344.71,1335.83,1339.62,161847
2018-01-16 00:00:00,1340.22,1342.22,1331.86,1338.34,247715
2018-01-17 00:00:00,1338.34,1343.94,1325.65,1326.05,287123
2018-01-18 00:00:00,1326.74,1333.08,1324.16,1326.75,270686
2018-01-19 00:00:00,1326.55,1338.03,1326.26,1331.62,250879
2018-01-22 00:00:00,1333.67,1335.69,1328.38,1333.88,201954
2018-01-23 00:00:00,1333.7,1341.75,1331.32,1341.29,236337
2018-01-24 00:00:00,1341.43,1362.08,1339.47,1358.35,278218
2018-01-25 00:00:00,1357.44,1366.03,1342.43,1348.22,374537
2018-01-26 00:00:00,1347.02,1357.09,1344.58,1349.81,325397
2018-01-29 00:00:00,1349.63,1352.36,1337.56,1340.27,251444
2018-01-30 00:00:00,1340.65,1348.91,1334.42,1338.47,303372
2018-01-31 00:00:00,1338.1,1347.53,1332.65,1344.99,319521
2018-02-01 00:00:00,1344.68,1351.0,1337.22,1348.74,313040
2018-02-02 00:00:00,1349.05,1350.03,1327.42,1332.9,353419
2018-02-05 00:00:00,1331.78,1341.57,1328.97,1339.48,376782
2018-02-06 00:00:00,1339.63,1346.06,1320.2,1324.29,554328
2018-02-07 00:00:00,1323.72,1332.27,1311.39,1318.38,410023
2018-02-08 00:00:00,1317.96,1322.13,1307.03,1318.79,434646
2018-02-09 00:00:00,1318.2,1322.66,1311.11,1315.94,448137
2018-02-12 00:00:00,1314.87,1326.77,1314.14,1322.48,289079
2018-02-13 00:00:00,1322.43,1331.04,1321.59,1329.32,317416
2018-02-14 00:00:00,1329.38,1355.49,1316.98,1350.38,420243
2018-02-15 00:00:00,1349.94,1357.11,1348.54,1353.19,336979
2018-02-16 00:00:00,1353.57,1361.71,1344.74,1347.07,321981
2018-02-19 00:00:00,1347.47,1351.36,1345.78,1346.63,163108
2018-02-20 00:00:00,1346.6,1348.16,1328.46,1329.4,290948
2018-02-21 00:00:00,1328.84,1336.2,1322.36,1324.42,334317
2018-02-22 00:00:00,1323.62,1332.1,1320.92,1332.0,304124
2018-02-23 00:00:00,1331.26,1332.13,1325.79,1328.6,247986
2018-02-26 00:00:00,1328.16,1341.02,1326.65,1333.22,267028
2018-02-27 00:00:00,1332.51,1336.7,1313.4,1318.42,313322
2018-02-28 00:00:00,1317.71,1322.52,1315.6,1318.03,284649
2018-03-01 00:00:00,1317.96,1321.14,1302.78,1316.92,401279
2018-03-02 00:00:00,1317.07,1325.43,1315.21,1322.37,340023
2018-03-05 00:00:00,1323.72,1327.75,1317.5,1320.26,331605
2018-03-06 00:00:00,1319.72,1338.44,1319.6,1334.58,334089
2018-03-07 00:00:00,1337.62,1340.44,1322.16,1325.48,355889
2018-03-08 00:00:00,1325.02,1329.01,1319.0,1321.87,302056
2018-03-09 00:00:00,1321.67,1325.12,1312.77,1323.33,310277
2018-03-12 00:00:00,1323.37,1324.24,1315.05,1322.98,230185
2018-03-13 00:00:00,1322.75,1328.3,1313.77,1326.34,285424
2018-03-14 00:00:00,1326.26,1330.0,1321.41,1324.89,272847
2018-03-15 00:00:00,1324.29,1327.88,1314.91,1316.08,251914
2018-03-16 00:00:00,1316.02,1321.71,1309.61,1313.73,251063
2018-03-19 00:00:00,1313.17,1319.6,1307.75,1316.85,259709
2018-03-19 01:00:00,1313.17,1314.39,1312.99,1313.15,2983
2018-03-19 02:00:00,1313.15,1313.78,1312.78,1313.18,3955
2018-03-19 03:00:00,1313.16,1313.17,1311.4,1311.65,11742
2018-03-19 04:00:00,1311.63,1312.01,1310.13,1311.68,11773
2018-03-19 05:00:00,1311.69,1312.2,1311.46,1311.97,5867
2018-03-19 06:00:00,1311.96,1312.17,1311.57,1312.0,4018
2018-03-19 07:00:00,1312.01,1312.61,1311.24,1311.58,4705
2018-03-19 08:00:00,1311.55,1312.1,1308.74,1309.89,8620
2018-03-19 09:00:00,1309.9,1310.09,1307.75,1309.53,8583
2018-03-19 10:00:00,1309.48,1310.3,1308.84,1308.85,9945
2018-03-19 11:00:00,1308.86,1311.04,1308.41,1310.8,12893
2018-03-19 12:00:00,1310.79,1312.0,1310.3,1311.49,10065
2018-03-19 13:00:00,1311.46,1313.01,1311.38,1311.54,11329
2018-03-19 14:00:00,1311.54,1311.58,1309.25,1310.1,11658
2018-03-19 15:00:00,1310.09,1313.24,1309.93,1312.1,21928
2018-03-19 16:00:00,1312.08,1314.17,1311.14,1313.4,20390
2018-03-19 17:00:00,1313.38,1314.3,1311.7,1313.23,19785
2018-03-19 18:00:00,1313.22,1319.07,1312.06,1318.13,24015
2018-03-19 19:00:00,1318.1,1319.6,1317.38,1317.58,17826
2018-03-19 20:00:00,1317.57,1318.7,1317.17,1317.92,13019
2018-03-19 21:00:00,1317.92,1318.55,1316.94,1318.2,10406
2018-03-19 22:00:00,1318.2,1318.22,1316.63,1316.73,10590
2018-03-19 23:00:00,1316.77,1317.18,1316.29,1316.85,3614
2018-03-20 01:00:00,1316.57,1317.22,1316.5,1317.0,2714
2018-03-20 02:00:00,1317.04,1318.24,1316.91,1317.05,4208
2018-03-20 03:00:00,1317.03,1317.41,1315.59,1316.32,11161
2018-03-20 04:00:00,1316.3,1316.99,1315.64,1316.15,10505
2018-03-20 05:00:00,1316.14,1317.32,1316.09,1316.58,5775
2018-03-20 06:00:00,1316.59,1316.6,1316.08,1316.46,5064
2018-03-20 07:00:00,1316.45,1316.67,1315.2,1315.56,5540
2018-03-20 08:00:00,1315.55,1315.67,1314.64,1315.26,6032
2018-03-20 09:00:00,1315.25,1316.91,1315.11,1316.15,6589
2018-03-20 10:00:00,1316.15,1316.15,1314.38,1315.27,13008
2018-03-20 11:00:00,1315.29,1315.29,1313.98,1315.14,11930
2018-03-20 12:00:00,1315.14,1316.41,1312.8,1313.15,13801
2018-03-20 13:00:00,1313.15,1313.49,1311.81,1313.44,10942
2018-03-20 14:00:00,1313.41,1313.5,1311.69,1311.69,9757
2018-03-20 15:00:00,1311.69,1312.0,1309.56,1311.96,17225
2018-03-20 16:00:00,1311.96,1312.2,1308.11,1309.57,22864
2018-03-20 17:00:00,1309.57,1310.16,1307.17,1308.91,21382
2018-03-20 18:00:00,1308.91,1313.23,1308.91,1311.48,23090
2018-03-20 19:00:00,1311.52,1313.22,1309.93,1310.34,17365
2018-03-20 20:00:00,1310.37,1312.73,1310.14,1312.21,11795
2018-03-20 21:00:00,1312.26,1312.59,1310.41,1310.63,7755
2018-03-20 22:00:00,1310.65,1310.94,1309.36,1310.44,7427
2018-03-20 23:00:00,1310.45,1311.3,1310.21,1311.09,3725
2018-03-21 01:00:00,1310.68,1311.72,1310.37,1311.28,1735
2018-03-21 02:00:00,1311.28,1311.8,1309.88,1310.02,2958
2018-03-21 03:00:00,1310.03,1311.13,1309.81,1311.07,4734
2018-03-21 04:00:00,1311.09,1313.27,1310.7,1313.22,7774
2018-03-21 05:00:00,1313.22,1314.03,1312.88,1313.19,5983
2018-03-21 06:00:00,1313.23,1314.51,1313.1,1314.03,4519
2018-03-21 07:00:00,1314.04,1314.48,1313.29,1313.55,2933
2018-03-21 08:00:00,1313.56,1314.17,1312.74,1313.17,3885
2018-03-21 09:00:00,1313.16,1315.3,1312.89,1314.73,6603
2018-03-21 10:00:00,1314.74,1316.82,1314.32,1316.46,10037
2018-03-21 11:00:00,1316.42,1317.84,1316.23,1316.64,11783
2018-03-21 12:00:00,1316.66,1317.6,1316.33,1316.6,10437
2018-03-21 13:00:00,1316.61,1317.1,1315.36,1315.66,8671
2018-03-21 14:00:00,1315.67,1316.68,1314.0,1315.27,13052
2018-03-21 15:00:00,1315.29,1318.96,1315.08,1318.66,17039
2018-03-21 16:00:00,1318.66,1323.49,1318.27,1320.49,26472
2018-03-21 17:00:00,1320.45,1321.91,1318.29,1321.72,20080
2018-03-21 18:00:00,1321.7,1326.57,1320.31,1324.91,21601
2018-03-21 19:00:00,1324.91,1325.29,1323.19,1323.92,14816
2018-03-21 20:00:00,1323.94,1324.31,1320.44,1323.44,15516
2018-03-21 21:00:00,1323.44,1331.42,1319.12,1330.48,51674
2018-03-21 22:00:00,1330.51,1336.6,1329.59,1333.47,30444
2018-03-21 23:00:00,1333.46,1333.49,1331.8,1332.0,5857
2018-03-22 01:00:00,1331.69,1332.4,1331.38,1331.94,3096
2018-03-22 02:00:00,1331.93,1332.54,1331.09,1332.05,5141
2018-03-22 03:00:00,1332.04,1334.23,1331.78,1333.9,15151
2018-03-22 04:00:00,1333.85,1334.86,1330.21,1330.86,13221
2018-03-22 05:00:00,1330.87,1331.27,1329.77,1330.24,8920
2018-03-22 06:00:00,1330.23,1330.62,1329.43,1330.55,6611
2018-03-22 07:00:00,1330.55,1330.92,1329.79,1329.86,4090
2018-03-22 08:00:00,1329.85,1329.89,1327.42,1328.12,9269
2018-03-22 09:00:00,1328.12,1330.83,1327.71,1330.22,8912
2018-03-22 10:00:00,1330.23,1332.88,1330.02,1331.82,15941
2018-03-22 11:00:00,1331.87,1333.84,1331.69,1332.05,15787
2018-03-22 12:00:00,1331.98,1332.31,1328.51,1328.92,17457
2018-03-22 13:00:00,1328.92,1330.42,1327.86,1329.77,13540
2018-03-22 14:00:00,1329.74,1330.91,1328.97,1329.85,11248
2018-03-22 15:00:00,1329.84,1332.3,1328.69,1329.7,22209
2018-03-22 16:00:00,1329.79,1332.59,1327.44,1330.02,32506
2018-03-22 17:00:00,1330.01,1332.2,1329.58,1330.57,30240
2018-03-22 18:00:00,1330.57,1330.6,1326.81,1328.68,28672
2018-03-22 19:00:00,1328.67,1328.7,1325.62,1326.87,31724
2018-03-22 20:00:00,1326.87,1328.02,1324.78,1326.8,20250
2018-03-22 21:00:00,1326.82,1328.21,1326.19,1327.07,14255
2018-03-22 22:00:00,1327.09,1330.2,1326.84,1328.31,17671
2018-03-22 23:00:00,1328.3,1329.41,1328.15,1328.88,5410
2018-03-23 01:00:00,1329.15,1331.76,1328.95,1330.93,8268
2018-03-23 02:00:00,1330.94,1333.43,1330.61,1332.68,9448
2018-03-23 03:00:00,1332.69,1339.11,1331.72,1338.62,17464
2018-03-23 04:00:00,1338.63,1338.74,1335.72,1337.58,14566
2018-03-23 05:00:00,1337.58,1338.89,1336.56,1338.41,11153
2018-03-23 06:00:00,1338.38,1338.96,1337.63,1338.42,6874
2018-03-23 07:00:00,1338.41,1339.0,1337.56,1337.86,5925
2018-03-23 08:00:00,1337.87,1339.12,1337.81,1338.26,6476
2018-03-23 09:00:00,1338.25,1343.19,1338.03,1342.85,14722
2018-03-23 10:00:00,1342.93,1342.94,1339.24,1339.46,16363
2018-03-23 11:00:00,1339.44,1341.49,1338.3,1341.44,17375
2018-03-23 12:00:00,1341.44,1342.55,1340.99,1342.28,13250
2018-03-23 13:00:00,1342.28,1343.08,1341.82,1342.12,10528
2018-03-23 14:00:00,1342.07,1342.87,1340.17,1341.16,13878
2018-03-23 15:00:00,1341.18,1347.71,1340.47,1347.34,25203
2018-03-23 16:00:00,1347.34,1348.7,1343.52,1347.6,26737
2018-03-23 17:00:00,1347.57,1350.19,1345.32,1348.17,32105
2018-03-23 18:00:00,1348.17,1350.12,1345.74,1349.71,27327
2018-03-23 19:00:00,1349.78,1350.18,1348.35,1349.47,18518
2018-03-23 20:00:00,1349.47,1349.99,1346.76,1347.35,17990
2018-03-23 21:00:00,1347.35,1348.7,1346.5,1348.66,15559
2018-03-23 22:00:00,1348.67,1348.77,1345.42,1345.54,19374
2018-03-23 23:00:00,1345.61,1348.41,1345.61,1347.02,5827
2018-03-26 01:00:00,1347.12,1350.83,1346.82,1350.14,4537
2018-03-26 02:00:00,1350.14,1350.29,1348.15,1348.3,6341
2018-03-26 03:00:00,1348.28,1349.35,1345.64,1346.12,13044
2018-03-26 04:00:00,1346.13,1347.66,1345.94,1347.0,11431
2018-03-26 05:00:00,1346.99,1347.73,1346.42,1347.51,6247
2018-03-26 06:00:00,1347.5,1349.24,1347.5,1347.96,6412
2018-03-26 07:00:00,1347.96,1348.73,1347.83,1348.19,4550
2018-03-26 08:00:00,1348.18,1348.18,1344.88,1345.35,8064
2018-03-26 09:00:00,1345.32,1345.6,1343.46,1344.82,12461
2018-03-26 10:00:00,1344.8,1346.82,1344.16,1346.05,13716
2018-03-26 11:00:00,1346.05,1347.82,1345.05,1347.54,10506
2018-03-26 12:00:00,1347.54,1349.21,1347.5,1348.0,11233
2018-03-26 13:00:00,1347.99,1348.48,1347.39,1347.66,7719
2018-03-26 14:00:00,1347.66,1349.71,1347.63,1348.94,9585
2018-03-26 15:00:00,1348.94,1349.25,1347.2,1347.78,12993
2018-03-26 16:00:00,1347.78,1353.44,1347.74,1352.73,23917
2018-03-26 17:00:00,1352.74,1355.84,1351.97,1353.83,21970
2018-03-26 18:00:00,1353.84,1355.89,1353.46,1355.17,19069
2018-03-26 19:00:00,1355.19,1355.62,1353.96,1355.32,14907
2018-03-26 20:00:00,1355.32,1355.53,1354.16,1354.73,12886
2018-03-26 21:00:00,1354.72,1355.2,1353.76,1354.65,10693
2018-03-26 22:00:00,1354.64,1354.7,1351.74,1352.8,11268
2018-03-26 23:00:00,1352.73,1353.7,1352.09,1353.44,3578
2018-03-27 01:00:00,1353.41,1353.69,1351.52,1353.41,2446
2018-03-27 02:00:00,1353.4,1353.86,1352.48,1352.84,4199
2018-03-27 03:00:00,1352.8,1353.31,1350.84,1351.13,10674
2018-03-27 04:00:00,1351.14,1353.55,1351.13,1351.7,11164
2018-03-27 05:00:00,1351.7,1353.57,1351.45,1352.7,7601
2018-03-27 06:00:00,1352.69,1354.48,1352.61,1353.99,6693
2018-03-27 07:00:00,1353.98,1355.19,1353.67,1353.75,5017
2018-03-27 08:00:00,1353.77,1353.9,1352.02,1352.97,6374
2018-03-27 09:00:00,1352.97,1356.81,1352.73,1355.42,12799
2018-03-27 10:00:00,1355.42,1356.31,1354.29,1354.31,13056
2018-03-27 11:00:00,1354.28,1354.51,1350.45,1351.26,13373
2018-03-27 12:00:00,1351.26,1351.3,1348.36,1348.7,10913
2018-03-27 13:00:00,1348.66,1349.35,1348.1,1348.52,8252
2018-03-27 14:00:00,1348.51,1348.61,1344.54,1345.8,13214
2018-03-27 15:00:00,1345.79,1345.9,1340.19,1342.44,19047
2018-03-27 16:00:00,1342.44,1343.03,1339.83,1342.33,20754
2018-03-27 17:00:00,1342.33,1343.74,1340.88,1342.05,24665
2018-03-27 18:00:00,1342.04,1343.13,1341.48,1342.95,16886
2018-03-27 19:00:00,1342.95,1345.88,1342.66,1344.89,15089
2018-03-27 20:00:00,1344.89,1345.62,1341.97,1343.61,14633
2018-03-27 21:00:00,1343.61,1344.89,1343.37,1343.82,12017
2018-03-27 22:00:00,1343.82,1345.61,1343.43,1344.44,16712
2018-03-27 23:00:00,1344.43,1345.02,1343.9,1344.64,2883
2018-03-28 01:00:00,1345.13,1345.78,1344.72,1345.39,2936
2018-03-28 02:00:00,1345.39,1345.53,1343.8,1345.43,5328
2018-03-28 03:00:00,1345.44,1345.86,1344.43,1345.71,10120
2018-03-28 04:00:00,1345.74,1347.01,1344.97,1346.25,11634
2018-03-28 05:00:00,1346.24,1346.83,1345.35,1346.38,7517
2018-03-28 06:00:00,1346.39,1346.69,1346.11,1346.25,5219
2018-03-28 07:00:00,1346.26,1346.27,1343.09,1343.37,8916
2018-03-28 08:00:00,1343.36,1344.31,1341.91,1341.98,10001
2018-03-28 09:00:00,1341.95,1342.86,1339.84,1341.14,15314
2018-03-28 10:00:00,1341.15,1342.16,1338.88,1341.88,20729
2018-03-28 11:00:00,1341.88,1342.56,1340.69,1341.7,15064
2018-03-28 12:00:00,1341.68,1341.83,1339.76,1339.87,12653
2018-03-28 13:00:00,1339.87,1340.77,1336.6,1337.11,13895
2018-03-28 14:00:00,1337.08,1337.92,1335.98,1336.9,13989
2018-03-28 15:00:00,1336.9,1337.0,1332.67,1335.19,21418
2018-03-28 16:00:00,1335.14,1336.3,1331.2,1331.75,30781
2018-03-28 17:00:00,1331.75,1332.78,1329.25,1330.67,27892
2018-03-28 18:00:00,1330.67,1331.77,1328.65,1328.86,24526
2018-03-28 19:00:00,1328.86,1328.96,1325.75,1328.11,21580
2018-03-28 20:00:00,1328.09,1329.04,1325.08,1325.46,20509
2018-03-28 21:00:00,1325.46,1325.93,1323.44,1325.32,15631
2018-03-28 22:00:00,1325.31,1326.81,1324.35,1325.72,17324
2018-03-28 23:00:00,1325.72,1326.86,1324.38,1324.72,5267
2018-03-29 01:00:00,1324.7,1326.86,1323.92,1326.22,5212
2018-03-29 02:00:00,1326.21,1326.92,1325.26,1326.55,5411
2018-03-29 03:00:00,1326.55,1326.96,1324.7,1326.12,10730
2018-03-29 04:00:00,1326.12,1327.9,1325.63,1327.12,12802
2018-03-29 05:00:00,1327.16,1328.18,1327.02,1327.54,8978
2018-03-29 06:00:00,1327.54,1327.85,1326.88,1327.52,6686
2018-03-29 07:00:00,1327.52,1328.14,1327.1,1327.83,6742
2018-03-29 08:00:00,1327.83,1328.31,1327.15,1328.16,7573
2018-03-29 09:00:00,1328.16,1328.22,1322.88,1323.13,16717
2018-03-29 10:00:00,1323.03,1325.69,1322.93,1324.76,14292
2018-03-29 11:00:00,1324.76,1325.21,1323.89,1324.2,10219
2018-03-29 12:00:00,1324.21,1324.54,1323.25,1324.17,9392
2018-03-29 13:00:00,1324.19,1325.23,1323.22,1325.05,8327
2018-03-29 14:00:00,1325.04,1326.54,1324.86,1325.16,12730
2018-03-29 15:00:00,1325.13,1325.62,1321.42,1322.83,18906
2018-03-29 16:00:00,1322.81,1325.23,1321.6,1322.76,21799
2018-03-29 17:00:00,1322.73,1324.08,1321.93,1322.4,25116
2018-03-29 18:00:00,1322.39,1323.86,1321.16,1322.54,21916
2018-03-29 19:00:00,1322.53,1323.78,1322.23,1322.92,15286
2018-03-29 20:00:00,1322.92,1323.49,1321.94,1323.14,12838
2018-03-29 21:00:00,1323.09,1324.76,1323.09,1323.85,10998
2018-03-29 22:00:00,1323.85,1326.46,1323.5,1326.4,10888
2018-03-29 23:00:00,1326.41,1326.41,1324.65,1325.11,3548
2018-04-02 01:00:00,1326.05,1326.59,1324.8,1326.16,4656
2018-04-02 02:00:00,1326.16,1327.49,1326.05,1326.62,5016
2018-04-02 03:00:00,1326.63,1326.89,1325.77,1326.69,9474
2018-04-02 04:00:00,1326.71,1330.12,1326.69,1329.92,11318
2018-04-02 05:00:00,1329.91,1330.33,1328.89,1329.82,7723
2018-04-02 06:00:00,1329.83,1330.1,1328.98,1329.3,5687
2018-04-02 07:00:00,1329.3,1329.79,1329.19,1329.5,4089
2018-04-02 08:00:00,1329.51,1329.64,1328.61,1329.45,5274
2018-04-02 09:00:00,1329.44,1330.59,1328.35,1330.45,6929
2018-04-02 10:00:00,1330.45,1332.44,1330.37,1332.08,7839
2018-04-02 11:00:00,1332.1,1332.44,1331.15,1331.75,6245
2018-04-02 12:00:00,1331.79,1332.07,1331.26,1331.69,3515
2018-04-02 13:00:00,1331.68,1332.29,1331.38,1332.25,3353
2018-04-02 14:00:00,1332.26,1334.97,1331.99,1333.48,9889
2018-04-02 15:00:00,1333.53,1335.44,1333.23,1334.57,15891
2018-04-02 16:00:00,1334.58,1336.5,1332.61,1334.11,21483
2018-04-02 17:00:00,1334.19,1338.13,1333.27,1337.2,25357
2018-04-02 18:00:00,1337.27,1339.07,1335.86,1338.5,25090
2018-04-02 19:00:00,1338.6,1340.34,1337.94,1339.25,17814
2018-04-02 20:00:00,1339.23,1344.68,1338.96,1344.42,20827
2018-04-02 21:00:00,1344.46,1344.84,1341.83,1342.04,17095
2018-04-02 22:00:00,1342.05,1342.53,1340.24,1342.14,16849
2018-04-02 23:00:00,1342.16,1342.16,1340.38,1341.25,4243
2018-04-03 01:00:00,1340.48,1341.29,1339.61,1340.27,3725
2018-04-03 02:00:00,1340.26,1342.17,1340.26,1341.56,4619
2018-04-03 03:00:00,1341.54,1342.46,1340.48,1340.77,9828
2018-04-03 04:00:00,1340.78,1340.79,1337.24,1338.69,13338
2018-04-03 05:00:00,1338.67,1339.83,1338.0,1338.7,8469
2018-04-03 06:00:00,1338.69,1339.43,1337.88,1337.96,6174
2018-04-03 07:00:00,1337.97,1338.5,1337.41,1338.38,5871
2018-04-03 08:00:00,1338.38,1339.6,1337.61,1339.42,8521
2018-04-03 09:00:00,1339.39,1342.03,1339.0,1341.06,15546
2018-04-03 10:00:00,1341.11,1341.11,1337.69,1338.51,15322
2018-04-03 11:00:00,1338.51,1338.64,1336.36,1337.17,13909
2018-04-03 12:00:00,1337.17,1337.77,1336.51,1337.47,10297
2018-04-03 13:00:00,1337.51,1338.63,1336.19,1336.44,11875
2018-04-03 14:00:00,1336.44,1338.04,1336.1,1337.75,12612
2018-04-03 15:00:00,1337.75,1341.14,1337.34,1338.41,16993
2018-04-03 16:00:00,1338.46,1338.5,1333.2,1334.07,28447
2018-04-03 17:00:00,1334.06,1334.39,1328.87,1329.38,30984
2018-04-03 18:00:00,1329.4,1332.75,1329.2,1332.03,22953
2018-04-03 19:00:00,1332.06,1334.12,1331.55,1333.93,17754
2018-04-03 20:00:00,1333.93,1334.85,1331.64,1331.79,15906
2018-04-03 21:00:00,1331.74,1333.55,1331.7,1332.28,15827
2018-04-03 22:00:00,1332.24,1332.28,1330.18,1331.55,18749
2018-04-03 23:00:00,1331.57,1332.87,1331.55,1332.73,4289
2018-04-04 01:00:00,1332.53,1333.48,1332.25,1333.27,2607
2018-04-04 02:00:00,1333.26,1333.45,1332.41,1333.17,3684
2018-04-04 03:00:00,1333.16,1333.54,1331.48,1332.5,10176
2018-04-04 04:00:00,1332.5,1333.28,1331.89,1333.02,10423
2018-04-04 05:00:00,1333.01,1334.97,1332.97,1334.66,9757
2018-04-04 06:00:00,1334.66,1335.11,1333.86,1334.61,7099
2018-04-04 07:00:00,1334.61,1335.88,1334.44,1335.14,5464
2018-04-04 08:00:00,1335.15,1335.68,1333.0,1334.51,8562
2018-04-04 09:00:00,1334.5,1334.68,1333.53,1334.4,10775
2018-04-04 10:00:00,1334.34,1339.93,1334.18,1339.56,22283
2018-04-04 11:00:00,1339.56,1345.0,1339.53,1342.04,27067
2018-04-04 12:00:00,1342.02,1344.27,1341.95,1342.82,13944
2018-04-04 13:00:00,1342.82,1344.7,1341.83,1342.87,17165
2018-04-04 14:00:00,1342.85,1347.11,1342.45,1346.73,16615
2018-04-04 15:00:00,1346.75,1348.21,1342.75,1347.14,24092
2018-04-04 16:00:00,1347.12,1347.55,1341.35,1342.0,29354
2018-04-04 17:00:00,1341.95,1342.77,1334.92,1335.96,33105
2018-04-04 18:00:00,1336.04,1337.91,1334.14,1334.5,23985
2018-04-04 19:00:00,1334.53,1337.16,1334.03,1336.31,17296
2018-04-04 20:00:00,1336.31,1337.18,1335.62,1336.14,14902
2018-04-04 21:00:00,1336.14,1336.14,1332.2,1333.46,15272
2018-04-04 22:00:00,1333.47,1334.16,1332.42,1333.33,14208
2018-04-04 23:00:00,1333.35,1333.7,1332.73,1333.18,3685
2018-04-05 01:00:00,1332.78,1334.86,1332.57,1334.26,3823
2018-04-05 02:00:00,1334.27,1334.41,1333.13,1333.47,3948
2018-04-05 03:00:00,1333.45,1333.84,1330.54,1330.64,12239
2018-04-05 04:00:00,1330.62,1331.91,1330.36,1330.5,9079
2018-04-05 05:00:00,1330.5,1330.95,1329.82,1330.88,6462
2018-04-05 06:00:00,1330.88,1331.26,1330.29,1330.56,6493
2018-04-05 07:00:00,1330.56,1330.57,1327.87,1328.49,10100
2018-04-05 08:00:00,1328.49,1329.4,1328.31,1328.86,6694
2018-04-05 09:00:00,1328.86,1329.1,1325.91,1326.33,13421
2018-04-05 10:00:00,1326.36,1327.63,1324.43,1326.63,15261
2018-04-05 11:00:00,1326.64,1327.06,1325.79,1326.14,9411
2018-04-05 12:00:00,1326.11,1327.63,1325.53,1326.67,10886
2018-04-05 13:00:00,1326.67,1329.95,1326.58,1329.82,11663
2018-04-05 14:00:00,1329.83,1330.72,1328.15,1328.74,12253
2018-04-05 15:00:00,1328.77,1329.75,1324.72,1325.45,22217
2018-04-05 16:00:00,1325.46,1329.67,1322.72,1327.16,27588
2018-04-05 17:00:00,1327.17,1327.57,1322.98,1323.97,26616
2018-04-05 18:00:00,1323.96,1326.05,1323.36,1325.14,19563
2018-04-05 19:00:00,1325.12,1326.28,1324.53,1324.9,14374
2018-04-05 20:00:00,1324.87,1326.69,1324.76,1325.74,14859
2018-04-05 21:00:00,1325.73,1325.95,1325.12,1325.74,9850
2018-04-05 22:00:00,1325.85,1326.71,1325.03,1326.61,8723
2018-04-05 23:00:00,1326.62,1327.01,1326.05,1326.52,3685
2018-04-06 01:00:00,1326.08,1329.16,1326.05,1328.96,5636
2018-04-06 02:00:00,1328.93,1332.23,1328.82,1330.93,13518
2018-04-06 03:00:00,1330.93,1331.3,1330.32,1330.69,12937
2018-04-06 04:00:00,1330.68,1333.33,1330.64,1332.57,14590
2018-04-06 05:00:00,1332.56,1332.66,1330.99,1331.02,8073
2018-04-06 06:00:00,1331.01,1331.11,1329.14,1330.3,9810
2018-04-06 07:00:00,1330.29,1330.46,1326.66,1327.86,11821
2018-04-06 08:00:00,1327.88,1328.57,1327.22,1328.33,10551
2018-04-06 09:00:00,1328.33,1328.34,1324.38,1324.74,16395
2018-04-06 10:00:00,1324.71,1324.86,1319.75,1324.53,17230
2018-04-06 11:00:00,1324.5,1325.42,1323.73,1324.04,12984
2018-04-06 12:00:00,1324.04,1326.28,1323.98,1325.9,11232
2018-04-06 13:00:00,1325.88,1326.03,1323.68,1323.73,9385
2018-04-06 14:00:00,1323.73,1324.47,1322.53,1322.95,10547
2018-04-06 15:00:00,1322.96,1330.86,1320.39,1328.37,35912
2018-04-06 16:00:00,1328.37,1335.47,1327.64,1331.48,41548
2018-04-06 17:00:00,1331.47,1334.17,1330.33,1331.66,29766
2018-04-06 18:00:00,1331.67,1333.83,1331.44,1332.21,25733
2018-04-06 19:00:00,1332.22,1333.17,1330.6,1331.37,18213
2018-04-06 20:00:00,1331.42,1332.8,1330.27,1332.02,18530
2018-04-06 21:00:00,1331.97,1333.04,1331.09,1332.72,16787
2018-04-06 22:00:00,1332.72,1334.02,1332.39,1333.15,17676
2018-04-06 23:00:00,1333.17,1333.82,1332.65,1333.14,3359
2018-04-09 01:00:00,1333.73,1334.82,1332.35,1333.66,4793
2018-04-09 02:00:00,1333.65,1334.09,1331.77,1332.48,6188
2018-04-09 03:00:00,1332.51,1332.72,1331.22,1331.45,8612
2018-04-09 04:00:00,1331.41,1332.39,1329.79,1331.53,12006
2018-04-09 05:00:00,1331.55,1333.42,1331.42,1333.2,7682
2018-04-09 06:00:00,1333.21,1333.37,1332.26,1332.5,7445
2018-04-09 07:00:00,1332.49,1332.66,1332.1,1332.41,4560
2018-04-09 08:00:00,1332.42,1333.49,1331.99,1333.04,6730
2018-04-09 09:00:00,1333.02,1333.02,1330.68,1331.39,14635
2018-04-09 10:00:00,1331.4,1331.84,1328.5,1329.69,19990
2018-04-09 11:00:00,1329.7,1329.91,1327.46,1328.88,13465
2018-04-09 12:00:00,1328.89,1329.79,1327.51,1327.56,10677
2018-04-09 13:00:00,1327.56,1328.69,1326.86,1328.37,12428
2018-04-09 14:00:00,1328.37,1329.73,1327.77,1329.59,12698
2018-04-09 15:00:00,1329.58,1333.84,1329.23,1333.6,19718
